ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
Group	LIHC_TP	LIHC_TP	LIHC_TP	LIHC_NT	LIHC_NT	LIHC_NT	BRCA_TP	BRCA_TP	BRCA_TP	BRCA_NT	BRCA_NT	BRCA_NT
SCAP|22937	8.59231	8.64089	7.89482	7.93395	7.39722	7.80689	7.57298	7.5525	7.50413	7.60776	7.75098	7.26824
MBTPS1|8720	8.00236	8.5732	7.69621	7.44366	7.16781	7.47591	8.64007	7.96789	7.82138	8.54519	8.2225	8.23005
FARP1|10160	8.02158	8.42989	7.6587	7.74327	7.52564	7.73587	7.89217	7.32261	8.64002	7.87867	7.21794	6.71887
WDR26|80232	8.63976	8.40849	8.25842	7.78364	7.65823	7.96728	8.188	7.92293	8.18871	7.72342	7.79377	8.15307
EFTUD2|9343	7.84904	8.63912	7.49554	7.31788	7.06561	7.41818	7.8525	7.33214	7.21833	7.43011	7.49928	7.32765
AHR|196	8.37448	8.49311	7.89767	8.11701	8.6387	8.03008	6.68924	6.82864	7.05464	7.49168	7.41143	7.70018
PTP4A2|8073	8.02257	8.12029	7.64635	7.735	7.44132	8.05991	8.63867	7.51237	8.09946	7.85876	7.93147	8.31196
ABCA6|23460	6.6958	8.63817	7.09589	8.49392	7.91972	7.99024	3.30526	4.38712	4.34863	5.81876	6.26398	7.07648
SAE1|10055	8.03139	8.63746	7.5984	7.08339	6.632	7.27031	7.84321	7.88031	7.87987	7.32503	7.49594	7.43423
NUP107|57122	7.03878	7.49499	6.38519	5.67332	5.8944	5.74939	8.63745	6.95823	6.64172	6.67028	6.49786	6.64021
PGAM1|5223	8.63693	8.39841	8.51178	8.20029	8.03301	8.50956	7.73188	7.83866	8.13112	7.98033	8.07181	7.94331
ACTR3|10096	8.56503	8.63675	7.7021	7.41878	7.91899	7.83637	7.59087	8.09567	8.20479	7.89867	7.92306	7.92581
OAZ2|4947	7.79934	8.6364	7.94094	7.57147	7.59287	8.05166	7.5816	7.3451	7.70539	7.76644	7.67416	7.47922
BCL2L1|598	8.0067	8.54286	7.71244	8.1409	7.61972	8.63586	8.05641	7.8239	8.03952	7.74674	7.83434	7.36867
PLXND1|23129	7.67322	8.4487	8.31679	7.1309	6.67203	7.02997	8.42261	8.37397	7.90017	8.18676	8.63579	8.77712
RALY|22913	8.63426	8.53876	7.54592	7.33171	7.22184	7.73979	7.99338	8.14764	8.30131	7.87458	7.92998	7.39466
SCYL1|57410	8.63338	8.5744	7.87504	8.17768	7.85456	8.09743	7.39504	7.72647	7.85833	7.47707	7.52017	7.26036
FXYD3|5349	6.02345	2.71251	0.738717	3.63989	3.85662	3.99435	8.62602	8.63267	7.99533	7.98261	7.81919	6.71518
SLC22A18|5002	8.0901	8.63231	7.98378	7.6587	6.62936	8.32579	6.25725	6.67745	6.60039	6.13064	6.02581	4.6504
ACSL3|2181	8.24827	8.63213	7.97316	8.07184	7.78281	8.23271	8.44153	7.52761	8.22583	8.19337	8.62214	7.56776
COPS6|10980	8.13212	8.63177	7.45819	7.51098	7.26333	7.65964	7.5125	7.89798	7.58072	7.62259	7.63604	7.56434
SETD7|80854	7.58274	8.63141	7.81238	8.12207	7.97831	7.9899	7.62778	7.19505	7.63774	7.88431	8.2779	9.14403
AREG|374	3.54263	2.80595	0.824102	4.32975	3.19799	4.67585	6.57776	8.63122	7.3396	6.70936	5.0496	4.93411
PLEKHA6|22874	7.13728	8.63052	6.56103	6.86901	6.93049	7.39203	7.40488	7.86581	7.83963	7.61009	7.14974	5.88316
DCI|1632	8.46062	8.40939	8.63034	8.35161	7.83755	8.3864	6.44353	7.11802	6.88745	6.92199	6.88489	6.23374
EIF5B|9669	8.08856	8.62784	7.46737	8.17188	8.07931	8.63016	7.50949	7.67097	7.71816	8.29009	8.27589	8.50366
TOP2A|7153	7.5353	8.5514	6.67708	4.8038	3.29292	4.15542	8.50455	8.63009	6.82337	5.89938	5.17628	4.21043
GOLGA2|2801	7.82325	7.57507	7.08423	7.65017	7.04141	7.57866	7.67208	8.62944	8.02595	7.78865	7.68666	7.89404
MYO5B|4645	7.00397	8.62927	7.04229	7.29641	6.49375	7.29097	7.85504	6.53279	7.50761	7.46331	6.75436	4.62854
HDAC1|3065	8.14177	8.62873	8.37101	7.22911	7.25982	7.53048	7.74286	7.77674	7.64569	7.96125	7.54843	6.67679
PYCR1|5831	7.75319	4.06327	7.16627	4.96965	4.16402	4.89539	7.49273	8.46492	8.62869	6.81611	6.65244	4.18733
SLC25A42|284439	6.17794	7.83558	8.62784	7.59639	6.9921	8.2123	5.20181	5.37886	5.23869	5.5374	5.94937	5.97395
FXR1|8087	7.93236	8.62784	7.46336	7.52618	7.23562	7.54486	7.58371	7.55977	7.50283	7.75901	7.64723	7.95928
GTF3A|2971	8.47595	8.45999	8.09071	7.98684	7.78406	8.6273	7.29461	7.86442	7.6932	7.72567	7.84824	8.00347
TSPYL5|85453	4.39103	4.50739	3.37108	4.15723	5.03695	4.62432	7.68007	8.62717	5.41535	6.32348	6.40592	6.51943
MYO1E|4643	7.69348	7.68478	8.62676	7.71646	7.31455	7.71512	5.80163	6.4004	6.69327	6.77962	6.91745	6.80655
NDUFS5|4725	8.47408	8.32312	8.25401	8.10862	7.77065	8.62641	7.43054	8.20525	7.47342	7.61824	7.89248	7.81832
PLAU|5328	5.75574	5.87493	4.9824	3.71379	4.76717	4.62335	6.54587	8.62618	8.2108	7.01856	6.03539	6.09456
ATG2A|23130	8.62551	8.1044	6.93634	8.02093	7.34407	7.93559	6.90412	6.31395	6.71908	6.60586	6.6669	6.20536
SFXN1|94081	7.59438	8.62443	8.1409	8.38092	7.91972	8.50936	7.04189	6.75854	6.32416	6.03126	5.70006	5.75306
CCNY|219771	7.46164	8.62443	7.90286	7.71468	7.46508	7.80425	6.91239	7.03455	7.16223	7.39334	7.59735	7.69161
C22orf9|23313	8.62389	8.57111	7.44132	7.49443	7.50494	7.9266	7.1867	7.57988	7.88159	7.78006	7.98769	7.65225
NCKAP1|10787	8.23933	8.62353	7.16395	7.68983	7.52078	7.6039	8.30504	7.62602	8.06156	8.1376	7.95695	8.49765
WAC|51322	7.99125	8.62281	7.76642	7.5148	7.57712	7.5974	7.75829	7.60997	7.90796	7.81244	7.85599	8.29009
GBP4|115361	8.62245	7.979	5.86079	6.48768	6.44572	6.65673	4.98308	6.46878	5.7605	5.7595	6.79602	7.44619
GTF2I|2969	6.43775	8.62209	8.60831	7.49165	7.11883	6.52649	7.98073	7.76719	7.93305	7.89902	7.98051	8.3431
C11orf10|746	8.62155	7.6153	7.70346	7.23706	7.1025	7.45298	7.40865	7.57617	7.17054	6.99412	6.84525	6.43976
AP2A1|160	8.40926	8.62069	8.45083	7.87872	7.40266	7.90411	8.08847	8.38841	7.86903	7.32829	7.62441	7.62927
PGRMC2|10424	8.00136	8.13359	8.61993	8.2343	7.98684	8.31874	7.8478	6.88863	7.39525	7.37759	7.89079	8.38488
ARRDC2|27106	8.1044	8.61975	6.58893	7.15851	6.50279	6.5903	6.58682	6.73941	6.38389	7.19547	7.17798	6.69711
RAB10|10890	8.31703	8.46842	8.61957	7.50769	7.65207	7.93272	7.95976	8.18321	8.0189	7.8639	7.83746	7.87622
RDH10|157506	8.09955	7.8067	8.61903	7.76174	7.78114	7.48549	4.9328	5.10654	5.57646	7.47688	6.0763	6.60016
KPNA2|3838	8.56293	8.51799	7.01212	6.60259	6.68211	7.08339	7.7343	8.30601	8.61895	6.91728	6.81888	6.28153
HK1|3098	6.68835	6.63332	5.73979	6.01372	6.34036	5.9428	8.06879	8.61835	8.24491	8.3421	8.23115	8.08562
BSCL2|26580	7.67387	8.02451	7.2421	7.10906	7.00033	7.25771	8.61761	8.11702	7.65011	7.65386	7.6204	7.03431
SCAMP3|10067	8.6174	8.18758	8.07465	6.92166	6.73221	7.1325	7.43442	7.55977	7.70557	7.09933	7.36752	6.90875
CCDC50|152137	8.40916	8.61722	7.49887	7.86711	7.61382	7.83953	7.21091	7.02814	6.94846	7.50452	7.68338	8.26078
UBE2V1|7335	8.28627	8.61613	8.24512	8.04838	7.89021	8.27668	7.5065	8.3535	7.88463	7.9957	8.11005	8.10894
TRIP12|9320	8.10983	8.61613	7.59488	7.6039	7.50108	7.75276	7.93057	7.33095	7.96705	8.03239	7.96691	8.66892
ANAPC5|51433	8.44891	8.61613	7.90912	7.78987	7.29438	7.71557	7.71511	8.05707	7.82964	7.75711	7.70395	7.76251
ENTPD6|955	8.61595	8.37977	7.93523	6.90575	6.56244	7.1285	8.19306	7.91269	7.35955	7.41613	7.17136	6.72867
PPP1R15B|84919	8.11851	8.61468	7.94201	7.95648	8.17892	8.54966	7.40781	7.60412	7.43167	7.36702	7.40801	8.01901
NAA50|80218	7.98718	8.6145	7.99834	7.71378	7.6406	7.79934	7.8822	7.36079	7.63575	7.73473	7.73912	7.88008
DDC|1644	4.64299	8.6145	6.47235	7.52994	6.80128	7.20341	0.911931	0	2.7245	0.685282	3.6205	0
USO1|8615	8.18758	8.16508	8.61432	7.98071	7.57712	7.80954	8.2759	7.12752	7.36846	7.53922	7.46583	7.98734
PCNA|5111	8.10892	8.61414	7.1309	6.78333	6.40026	7.25064	8.13235	7.97976	7.60347	7.21294	6.90244	6.66063
MAST4|375449	4.62854	5.48894	5.38907	5.56068	5.4848	5.43372	8.61307	5.92081	6.93083	6.44049	6.45087	7.48638
PSMD7|5713	8.41205	8.61269	7.9766	7.48773	7.28482	7.75061	7.36161	7.70626	6.90129	7.37521	7.41302	7.83478
ATP13A2|23400	7.06133	7.14204	6.26149	4.5469	4.89501	5.51745	8.61263	7.60592	7.94925	7.15142	7.27658	6.18878
NIT2|56954	7.53849	8.6125	7.66996	8.32288	7.67462	8.20495	7.03493	7.0029	7.12531	6.84897	6.73399	6.63018
CFL2|1073	7.34794	8.23377	6.65929	8.60319	8.6125	8.53011	5.2354	5.36199	5.37018	6.34097	7.01227	7.59783
CLTB|1212	8.61159	7.67601	7.18992	7.27448	7.1325	7.93487	7.00035	7.07677	7.18004	7.2571	7.41006	7.03386
LOC255167|255167	0.908217	8.61123	0	8.5541	7.84424	7.97694	2.11043	0.685282	2.32993	2.33665	4.04987	2.22123
PSMD8|5714	8.5637	8.61068	8.45127	8.04463	7.80792	8.17527	8.04232	8.24077	8.04789	7.98077	8.07859	8.09607
DAD1|1603	8.61032	8.36264	8.03041	7.82325	7.80507	8.24512	7.23853	7.62778	8.11356	7.9063	8.0431	7.82057
UNC45A|55898	7.83834	8.60977	7.11964	6.85751	6.54679	7.1333	8.18483	7.65219	7.61291	7.74262	7.81873	7.37443
TOP2B|7155	7.96832	8.60959	7.76642	7.75061	7.85049	7.49998	8.10379	7.9543	8.39673	8.30338	8.08696	8.18366
KCNJ3|3760	1.43354	2.44333	5.7869	4.4329	4.38427	4.27008	8.60937	6.82274	1.30054	2.01423	1.7423	0.908217
ERLIN2|11160	6.91968	8.60904	7.77612	7.81197	7.65586	7.49241	8.15696	8.21584	7.40309	7.73013	7.47994	7.39372
CIB1|10519	8.28299	8.47533	7.63482	8.07091	7.73892	8.60886	7.51963	7.63613	7.87878	7.58072	7.52902	6.98888
DBNDD1|79007	6.1203	8.6085	5.42935	4.79761	4.72908	5.37528	7.86449	7.98502	6.83856	5.67605	5.62698	4.41843
TMEM97|27346	7.08587	8.60822	7.6941	7.86704	7.99058	7.71821	6.27535	5.61071	6.5675	5.78902	5.48889	4.81426
ABCB1|5243	8.05801	8.60776	3.42178	7.24993	7.28001	7.90544	3.4886	3.09464	4.66419	6.15114	5.03502	5.33374
RIOK3|8780	7.91462	8.60758	7.92081	7.68937	7.52887	7.64635	7.15706	6.7221	7.02196	7.04493	7.07082	7.18326
VCAM1|7412	8.6074	6.58893	5.72359	5.42935	6.6896	6.53669	5.84045	6.24778	6.77825	5.98121	6.51694	6.74677
PECR|55825	6.25767	8.6074	8.23563	8.45425	8.015	8.56126	4.6569	4.84264	3.68334	5.17543	5.90189	7.35141
ABCA3|21	4.96965	5.01728	6.29527	4.78969	3.96211	4.49159	8.60736	7.32321	6.87684	7.3105	7.56825	6.84034
NFIL3|4783	7.2724	7.05531	5.94017	8.60722	8.22282	8.37885	4.39134	5.5722	5.80759	7.00944	6.6353	6.57634
KCNC2|3747	6.23048	2.11043	4.58117	0	0.921904	0	6.10792	8.60715	0.33754	5.22447	3.86476	0.310699
PRODH2|58510	6.95273	8.23456	6.22851	8.60667	7.81278	8.17611	0.500385	0	0	0	0	0
KIF5B|3799	8.17583	8.60612	7.79441	7.47647	7.51316	7.70571	8.32879	7.88408	8.37015	8.21438	8.36023	8.78635
CRIM1|51232	7.21377	7.79647	6.5903	6.56948	7.15227	6.99118	8.26938	6.46597	7.50874	8.42933	8.60595	9.08901
INHBE|83729	6.39693	7.83834	8.60575	7.35244	7.65586	7.69894	0.86164	0.685282	1.5013	1.00402	1.01931	1.47944
MGEA5|10724	8.21879	8.60557	8.3582	7.41397	7.70391	7.52779	8.25542	7.70585	8.33751	8.32046	8.24517	8.86839
PBXIP1|57326	8.42068	8.36939	7.44483	7.61628	7.57044	8.05389	8.03554	7.96695	8.39784	8.51377	8.6054	8.57352
PRKCD|5580	7.34407	7.44717	5.90536	5.25227	5.51343	5.77455	7.62627	8.60516	7.09455	7.11854	7.85395	8.47571
PSMD13|5719	8.60465	8.60465	7.76302	7.74846	7.5632	7.97865	7.45157	8.04202	7.63715	7.73875	7.80641	7.5785
EDEM3|80267	8.08487	7.86365	8.60465	7.04229	7.33759	7.45876	7.24961	6.40191	7.41263	6.87914	7.03239	7.34593
LAMB1|3912	7.42595	7.44249	7.62511	7.45876	6.91672	6.80128	7.7984	8.55038	8.56458	8.60463	8.26569	8.66927
DUSP16|80824	7.0579	7.47986	8.29729	8.3948	7.68386	8.60447	8.06857	6.77834	7.76822	8.1401	7.42811	6.66713
C11orf58|10944	8.38845	8.60429	8.03139	8.16479	8.15249	8.20686	8.00057	8.14974	7.80499	8.00522	7.91003	8.02819
CPSF6|11052	7.90249	7.89021	7.14835	6.15486	6.59304	6.58479	8.60332	7.59913	7.44288	7.20022	6.98514	6.91938
PES1|23481	8.16423	8.60319	7.26403	7.32778	7.2563	7.66341	7.02118	7.25575	7.52806	7.32691	7.19984	6.79294
TOMM40L|84134	8.60288	7.68101	8.16707	5.81213	5.56153	6.27587	5.91375	6.21107	5.92004	6.16667	6.16408	6.00694
MME|4311	3.12797	3.5364	2.02862	7.87169	7.27101	7.34407	3.00334	5.82917	6.09794	8.60283	8.14907	8.96265
MXRA7|439921	7.59186	7.71378	6.24804	6.30262	6.27476	7.02019	7.18199	7.54166	8.40916	7.87771	8.60216	8.99581
NACC1|112939	8.36288	7.70661	8.25245	6.90475	6.88141	7.1285	7.90204	8.602	8.21189	7.14268	7.12068	6.42584
RNF128|79589	8.2943	8.25062	8.54578	8.31972	8.37862	8.6019	3.51157	4.56222	5.70697	5.9884	4.86603	3.25389
SH3GLB2|56904	8.10591	7.07581	5.63121	6.39024	5.79301	6.53379	7.39836	8.60166	8.24176	7.50993	7.30277	6.36377
PSMB7|5695	8.60071	8.20258	7.24727	8.18333	7.85167	8.37345	7.04025	8.4906	7.62235	7.71761	7.67934	7.49303
ABCF1|23	7.92117	8.60061	7.68156	7.52564	7.41397	7.7463	7.64787	7.25831	7.60471	7.38727	7.42587	7.34987
FGFR2|2263	8.60043	8.26899	7.84659	7.51207	7.643	7.2563	4.56425	6.60528	5.94121	7.23148	6.6466	5.73184
NPC2|10577	8.58111	8.44053	7.09174	7.53262	7.55799	7.84228	6.75359	7.57477	8.01206	8.53657	8.60036	8.25431
NDUFA1|4694	8.60025	8.42376	8.53954	7.68478	7.68156	8.1188	7.33947	7.60682	7.33853	7.40615	7.47547	7.59707
ESRP2|80004	8.09743	8.60025	8.09377	7.85127	7.55643	7.77989	7.22306	7.65778	7.10071	6.76177	6.55351	4.97559
FUCA1|2517	8.14845	8.60006	8.43229	8.11403	7.78655	8.11432	6.60798	6.77109	6.94129	7.3141	7.38143	7.08205
MYO6|4646	7.8625	8.08703	6.76388	6.9976	6.60259	6.98379	8.59939	8.51939	8.4376	8.12715	7.6689	7.06957
CPT2|1376	7.83992	8.32434	8.32942	8.34688	7.87702	8.59809	7.02701	6.29907	6.29252	6.77636	6.78629	6.48506
TMEM109|79073	8.08764	8.09499	6.95177	7.31389	7.46451	7.35819	8.59774	7.95015	7.76208	7.96963	8.41494	8.37612
KIAA0494|9813	7.72665	8.59734	7.33178	7.90923	7.68808	7.53064	8.36791	7.52484	8.03669	8.22	8.23883	8.61559
CPPED1|55313	6.65157	8.59693	7.89021	7.55381	6.72982	7.35756	6.39696	6.13462	5.9638	6.33929	6.67453	7.07648
LTBP4|8425	6.43294	7.42178	5.97889	7.11396	7.374	7.19744	6.96843	7.05118	7.19846	7.44325	8.59662	8.40365
CADM1|23705	6.25575	8.47866	8.59637	7.5807	7.19669	7.85787	5.58624	5.86581	7.7495	6.88208	6.36535	6.2584
MAN2B1|4125	8.37977	8.596	8.11642	7.55956	7.16627	7.745	8.30137	7.97197	7.98016	7.63617	7.86859	7.65563
NDUFB8|4714	8.33865	8.02222	8.59593	8.01434	7.80588	8.23082	6.68933	6.67402	6.98416	7.22254	7.33584	7.01919
ERAP1|51752	7.68191	8.59591	7.33239	7.49778	7.03382	6.62811	7.66336	7.11131	6.7857	7.30422	7.6949	8.80026
SLC44A2|57153	6.9921	7.17166	6.76273	6.93049	6.62141	6.85961	8.57282	8.32201	8.52817	8.53445	8.59474	8.38197
KIF3B|9371	7.31122	8.59471	8.14873	7.28688	7.22475	7.60837	7.89307	6.93644	7.17909	7.43748	7.47312	7.72544
TMEM2|23670	8.36521	8.1522	7.5369	8.26514	8.4187	8.59397	7.40509	7.38132	7.44699	7.85507	7.04493	7.56803
PPM1G|5496	8.34617	8.59378	7.77528	7.64492	7.43603	7.84581	7.66757	8.3087	7.90308	7.77341	7.72377	7.55638
SRCAP|10847	7.98582	8.42836	7.95402	6.8742	6.60935	6.99851	8.59366	8.09484	8.31193	7.95437	8.03655	7.87834
ARFRP1|10139	7.3025	7.44132	7.05962	6.16752	6.23245	6.77537	7.44293	8.59363	6.7374	6.74436	6.66546	6.37771
SCNN1A|6337	4.18227	4.75507	2.75446	5.31321	5.21494	5.47227	8.59347	4.56739	7.80819	8.10054	7.18599	4.09984
POLR2A|5430	8.46779	8.49044	8.29804	7.9735	8.0057	7.90175	8.33028	8.20277	8.41787	8.5934	8.51183	8.30707
PER1|5187	8.44225	6.82329	6.89366	8.09163	5.66296	8.37378	6.49013	7.23178	6.93365	8.59334	8.25744	8.35658
BTD|686	6.80351	8.59323	8.56293	7.77905	7.32975	7.51969	5.76773	5.52996	6.32193	6.49231	7.1222	7.58808
BATF2|116071	8.59323	5.78383	4.31747	4.96879	4.73539	4.39084	4.86845	4.94776	3.24244	4.54116	4.29115	4.03715
YWHAH|7533	8.09925	8.59267	7.87474	7.63337	7.80547	7.96276	7.91231	7.98964	8.27604	7.92507	7.98257	7.84699
SLC35D1|23169	7.23634	8.24984	8.36591	8.59249	8.3202	8.33351	6.34084	5.60942	6.51835	6.2147	6.08917	6.37337
AURKAIP1|54998	8.44419	8.59137	8.3082	8.08549	7.89283	8.58317	7.31156	7.53248	7.73114	7.19476	7.40023	6.7622
CTAGE5|4253	8.03073	8.59134	8.47014	8.47922	7.91936	8.43779	6.723	6.42038	6.60781	6.96699	6.39768	6.33926
C5orf27|202299	3.20441	7.08423	2.73884	7.89283	8.59082	8.41892	0.86164	2.00313	1.78955	3.12797	2.59095	3.41398
ARID1A|8289	7.34923	8.45191	7.85593	7.13648	7.10743	6.95464	8.59059	8.03998	8.15101	7.63141	7.68839	7.60698
SCRIB|23513	8.50309	8.59044	7.14204	6.66058	6.00141	6.68211	7.81843	8.42357	8.07452	7.35349	7.09855	6.42336
EIF2A|83939	7.66011	8.58989	7.56735	7.61036	7.0992	7.45182	7.4334	7.3351	7.24589	7.60852	7.43212	7.76597
DPYSL3|1809	5.97381	6.43294	4.71216	5.57595	6.55678	5.56834	7.24789	7.86233	8.58959	8.39799	8.4665	8.43774
PDAP1|11333	8.3114	8.58933	7.77654	7.4922	7.28961	7.75748	7.55543	8.09263	7.93616	7.7605	7.71071	7.56169
TMEM30A|55754	8.40626	8.58877	8.09712	8.54228	8.44096	8.55564	7.25205	7.79296	8.09151	8.21576	8.1745	8.21114
TMEM167A|153339	8.5884	8.34759	8.09224	7.45182	7.30988	7.5369	7.80671	7.4959	7.48231	7.45158	7.53003	7.82057
ARAP1|116985	8.58836	8.54789	7.8686	6.79792	6.38519	7.17547	8.30872	7.93205	7.94581	7.9016	7.91866	7.80864
NRAS|4893	7.4313	8.58784	7.5438	7.09755	7.15618	7.23993	6.98866	7.19573	7.10242	6.82477	6.81806	6.89389
MS4A7|58475	7.19848	6.31536	5.33754	6.15056	6.36301	7.37459	5.8562	5.86527	8.58763	7.26636	6.99126	6.72648
SLC17A4|10050	6.69208	8.58709	8.10772	7.14598	6.43615	7.09589	0	0	0	0	0	0
RFTN1|23180	6.41999	8.58672	6.2634	6.39192	6.73102	7.02287	5.66211	6.62352	6.68503	6.35487	7.51784	8.17208
PPP1CC|5501	8.58653	8.39004	8.09682	7.07327	7.12609	7.33433	7.70693	8.05362	7.65239	7.82101	7.96561	8.21363
DHRS7|51635	8.31091	8.23084	8.58635	8.04527	7.61382	8.05325	7.33903	6.73403	7.69772	7.44641	7.32903	7.03834
C9orf86|55684	7.54168	6.91968	6.19236	6.12687	5.71043	6.17794	7.77232	8.58571	8.27572	7.53855	7.66132	7.37347
FBXL5|26234	7.62071	7.76302	8.58541	7.76514	7.6857	7.85127	7.61766	7.39032	7.43607	7.9392	8.21764	8.66419
FXYD1|5348	3.98003	5.75574	3.98335	8.52892	8.52337	8.58448	1.42729	2.33277	3.52424	5.71551	6.66354	6.61187
MBNL2|10150	7.18841	7.59488	6.09582	8.58392	8.44031	8.53129	7.12207	7.03933	6.88872	7.63064	7.65724	8.20323
NEDD4L|23327	7.41698	7.96276	8.06401	6.91473	6.36475	7.12367	7.36946	8.58333	7.30628	7.63494	7.34591	7.56143
PLXNB1|5364	8.58261	8.55063	7.72754	7.9645	6.92264	8.04847	7.79443	8.14159	8.50298	7.94732	7.32408	6.99309
SSFA2|6744	7.98786	8.55545	7.96867	8.48756	7.92624	8.21609	8.3806	6.71222	8.58226	7.3764	7.59452	8.00873
PRDX4|10549	8.38069	8.58186	7.68983	8.43272	8.07091	8.50005	7.69398	7.6005	6.99427	7.11597	7.29463	7.10489
DHRS4|10901	7.40037	8.00437	8.07558	8.19213	7.94507	8.58126	6.29646	5.96536	6.85898	6.89367	7.02075	6.83478
AFP|174	8.58073	4.60276	4.83797	4.76896	3.01563	5.0689	0.824102	0	1.50983	3.71712	4.30375	0
LARS|51520	7.68156	8.58036	8.07403	7.04054	6.74641	7.02643	8.32887	7.55788	7.71466	7.8443	7.75035	7.81195
SMARCA4|6597	8.38777	8.11492	8.36684	6.97354	6.73459	7.26753	8.467	8.279	8.5793	7.92897	7.71826	6.99636
TCEB2|6923	8.57866	8.57414	8.01994	7.83003	7.50274	8.23058	7.60504	8.1053	7.81037	7.33564	7.397	6.7096
TRIM16L|147166	5.92693	8.57807	4.4329	4.62804	4.63879	5.3432	4.75855	4.40328	4.00867	4.87823	5.51296	6.14735
PFDN2|5202	8.57791	7.53796	7.26473	7.00851	7.00125	7.70075	6.35592	7.34978	6.98932	6.54524	6.45738	6.34607
RAB13|5872	8.57772	8.44656	7.44308	7.65255	7.60738	8.16423	7.80727	7.67854	7.86806	7.92012	7.75697	7.63123
KIAA1598|57698	8.0067	8.57716	6.9187	7.07665	6.32615	7.45876	7.32505	6.68201	6.9832	7.08694	7.06473	6.52018
KHDRBS1|10657	8.5311	8.57678	7.94094	7.95578	7.97797	7.97143	8.36153	8.38355	8.51225	8.26842	8.09376	7.90967
TPR|7175	7.96438	8.57658	8.22296	7.51176	7.04315	7.34253	7.73542	7.91773	8.29468	8.08894	7.86585	8.29644
DPP7|29952	8.57622	7.10332	7.45934	7.97005	7.58731	8.02617	8.18146	8.55946	7.99672	7.68798	7.82732	7.19287
PAICS|10606	7.77821	8.57584	8.54228	8.26049	7.85748	8.32966	7.87253	7.94277	8.00435	7.64684	7.19703	6.97469
TRAFD1|10906	8.57527	7.04839	6.17794	5.96615	6.12905	6.13988	6.81102	7.80227	6.9724	6.92698	6.91671	6.54023
IFRD2|7866	8.17054	8.57495	6.74175	7.29438	6.6934	7.38402	6.72072	7.03332	6.83986	6.79221	6.92179	6.66475
MYOM1|8736	6.74052	7.53102	8.5749	6.90975	4.81196	7.90286	3.52646	2.87505	2.90369	5.27933	6.13501	7.61128
LONP1|9361	8.57471	8.2718	8.52714	8.09132	7.76769	8.39954	7.5694	7.413	7.41288	7.33957	7.50364	7.24618
CCPG1|9236	7.98358	8.57457	7.89498	7.88986	7.72761	8.00627	7.90998	6.80006	7.31655	7.84187	7.93322	8.35307
TCEB3|6924	7.79298	8.57402	7.7319	7.94331	7.50092	7.85337	7.53884	6.79308	7.04532	7.29954	7.19369	7.57153
GALNT1|2589	8.00603	8.5732	8.24722	7.70706	7.51698	7.79359	7.83711	7.70217	8.0223	7.43804	7.48206	7.64131
PGAP3|93210	7.2385	8.04012	7.48829	7.55904	7.31255	7.68432	6.84792	7.82172	8.57306	6.65732	6.77433	6.09117
ATF6B|1388	7.92407	8.57301	7.43308	7.01751	6.83948	7.14598	8.21996	7.96977	7.86648	7.84268	7.73912	7.13981
KIAA1671|85379	7.5989	8.33062	8.57244	7.98616	7.81722	8.24931	7.8617	6.68428	7.54593	7.92346	7.64831	7.22638
RDX|5962	7.73281	8.57149	8.13827	7.90655	7.83637	8.00936	6.89892	5.91349	6.5805	6.99616	7.20907	8.10641
EGLN2|112398	8.15057	8.27741	8.57149	7.12448	6.96791	7.60251	7.50749	8.09898	7.46041	7.60204	7.60469	7.30142
HNRPDL|9987	8.57111	7.88683	7.84424	8.21148	7.77065	8.05484	8.28715	8.23718	8.44287	8.35196	8.199	8.06487
DAZAP1|26528	8.57111	8.28778	7.33041	7.29506	7.08924	7.5863	7.54983	7.82027	7.74342	7.2658	7.34712	7.00978
RERG|85004	3.57161	4.98061	3.2866	4.21262	4.19269	4.22757	7.67512	8.57087	7.18569	7.33087	7.13816	6.39571
FAM134C|162427	8.13535	8.57073	8.22443	7.66341	7.42237	7.94058	8.00195	7.45058	7.09593	7.61025	7.77499	7.54487
SYMPK|8189	8.44118	8.57017	7.41095	7.56216	7.0775	7.6953	7.67288	7.85988	7.79481	7.52579	7.38494	6.95837
ACSS2|55902	7.97797	8.39186	7.48661	8.56998	8.11642	8.51057	7.04249	7.08288	6.47402	7.00944	7.99507	8.83982
CTSF|8722	8.33519	8.3114	8.33998	8.5696	7.75448	7.98412	8.2842	7.20924	6.86439	7.72539	8.10836	7.96424
ITCH|83737	7.32383	8.56941	7.79647	7.67971	7.81843	7.75919	7.45815	7.34569	6.74571	6.81053	6.85044	7.50673
